,person,offer received,offer viewed,offer completed,transaction,reward_infl,amount_infl,email,mobile,social,web,bogo,discount,informational,avg_difficulty,time_to_open,time_to_complete,total_amount,amount_pct,age,gender,income,seen_ratio,completed_ratio
3019,3037,5,5,5,4,25.0,52.120000000000005,5,5,5,4,2,2,0,8.0,0.0375,0.19642857142857145,150.71,0.34582973923429106,66.0,1,57000.0,1.0,1.0
3020,3038,6,4,4,5,12.0,39.230000000000004,6,6,4,5,1,3,2,5.0,0.1261904761904762,0.7857142857142857,53.14,0.7382386149793,48.0,0,31000.0,0.6666666666666666,0.6666666666666666
3021,3039,3,3,0,2,0.0,4.05,3,3,3,0,0,0,1,0.0,0.33333333333333337,1.0,16.69,0.24266027561414016,77.0,0,37000.0,1.0,0.0
3022,3040,4,3,4,2,23.0,34.64,4,4,3,3,3,1,0,7.0,0.05,0.325,810.89,0.04271849449370445,73.0,0,88000.0,0.75,1.0
3023,3041,6,5,0,3,0.0,12.89,6,6,4,5,3,3,0,9.0,0.24214285714285713,1.0,21.400000000000002,0.6023364485981308,31.0,1,58000.0,0.8333333333333334,0.0
3024,3042,4,4,3,2,17.0,54.26,4,4,2,3,2,1,0,8.0,0.05238095238095238,0.5428571428571429,96.03999999999999,0.5649729279466889,52.0,1,86000.0,1.0,0.75
3025,3043,5,5,3,3,6.0,31.869999999999997,5,5,3,3,0,2,1,7.0,0.2443452380952381,0.025,144.91000000000003,0.2199296114829894,60.0,0,60000.0,1.0,0.6
3026,3044,5,5,5,3,24.0,79.61000000000001,5,4,3,4,2,3,0,11.0,0.008928571428571428,0.1523809523809524,332.12000000000006,0.2397025171624714,76.0,0,90000.0,1.0,1.0
3027,3045,3,2,1,0,2.0,0.0,3,3,2,3,0,1,1,5.0,0.0,1.0,20.52,0.0,40.0,1,65000.0,0.6666666666666666,0.3333333333333333
3028,3046,3,1,0,1,0.0,11.64,3,2,1,2,1,1,1,8.0,0.0,1.0,21.25,0.5477647058823529,53.0,1,49000.0,0.3333333333333333,0.0
3029,3047,5,4,0,4,0.0,13.52,5,4,4,4,3,1,0,11.0,0.2833333333333334,1.0,26.23,0.5154403354937095,,2,,0.8,0.0
3030,3048,5,3,3,1,22.0,3.87,5,5,4,4,3,1,1,7.0,0.23928571428571427,0.20357142857142857,188.11999999999998,0.020571975334892623,61.0,1,62000.0,0.6,0.6
3031,3049,4,3,4,2,14.0,27.64,4,3,3,4,1,2,0,12.0,0.0,0.125,234.94000000000003,0.1176470588235294,62.0,1,78000.0,0.75,1.0
3032,3050,5,5,4,5,19.0,93.75,5,5,5,3,2,1,1,6.0,0.10119047619047619,0.15833333333333333,324.2700000000001,0.28911092608011835,32.0,1,74000.0,1.0,0.8
3033,3051,3,2,0,2,0.0,2.04,3,3,2,2,2,0,1,5.0,0.4166666666666667,1.0,24.769999999999996,0.08235769075494552,,2,,0.6666666666666666,0.0
3034,3052,5,5,4,2,20.0,36.69,5,5,5,5,2,2,0,8.0,0.075,0.26666666666666666,122.03999999999999,0.30063913470993114,91.0,1,73000.0,1.0,0.8
3035,3053,3,3,1,3,10.0,60.5,3,3,2,1,1,0,2,3.0,0.041666666666666664,1.0,117.78000000000002,0.5136695534046527,39.0,1,77000.0,1.0,0.3333333333333333
3036,3054,3,1,1,1,5.0,17.96,3,1,1,3,1,1,0,12.0,0.2,0.95,32.34,0.5553494124922697,63.0,0,88000.0,0.3333333333333333,0.3333333333333333
3037,3055,4,2,3,0,15.0,0.0,4,3,1,4,2,1,0,10.0,0.30714285714285716,0.03571428571428571,115.88999999999999,0.0,29.0,0,38000.0,0.5,0.75
3038,3056,5,4,4,2,11.0,21.59,5,4,1,4,0,2,1,10.0,0.3738095238095238,0.36875,160.41999999999996,0.13458421643186638,77.0,0,39000.0,0.8,0.8
3039,3057,6,6,4,1,27.0,32.87,6,6,2,5,3,1,1,7.0,0.35714285714285715,0.10714285714285714,184.63000000000002,0.1780317391539836,81.0,0,107000.0,1.0,0.6666666666666666
3040,3058,4,1,0,0,0.0,0.0,4,4,2,3,1,1,2,4.0,1.0,1.0,0.0,,33.0,0,53000.0,0.25,0.0
3041,3059,4,4,2,4,12.0,109.93,4,4,3,3,2,1,1,6.0,0.14226190476190478,0.1375,172.71999999999997,0.6364636405743401,46.0,0,100000.0,1.0,0.5
3042,3060,4,2,3,1,20.0,11.4,4,4,1,3,2,0,1,5.0,0.10714285714285714,0.17857142857142855,728.51,0.01564837819659305,82.0,0,62000.0,0.5,0.75
3043,3061,5,3,4,3,22.0,35.18,5,4,2,5,2,2,1,9.0,0.23928571428571427,0.43690476190476185,153.63,0.2289917333854065,21.0,0,40000.0,0.6,0.8
3044,3062,5,4,1,3,10.0,18.72,5,5,3,5,3,1,0,8.0,0.24285714285714283,0.65,21.46,0.8723205964585274,19.0,1,52000.0,0.8,0.2
3045,3063,5,5,0,4,0.0,13.35,5,5,4,4,2,0,1,5.0,0.06964285714285715,1.0,18.87,0.7074721780604133,,2,,1.0,0.0
3046,3064,4,4,0,3,0.0,4.04,4,4,3,3,4,0,0,8.0,0.17857142857142858,1.0,12.38,0.32633279483037153,,2,,1.0,0.0
3047,3065,4,3,3,4,7.0,9.88,4,4,3,3,0,3,1,7.0,0.12678571428571428,0.4285714285714286,65.73,0.15031188194127493,31.0,1,44000.0,0.75,0.75
3048,3066,3,2,1,2,3.0,1.1800000000000002,3,3,1,3,1,1,1,4.0,0.1875,1.0,18.720000000000002,0.06303418803418803,,2,,0.6666666666666666,0.3333333333333333
3049,3067,4,1,0,0,0.0,0.0,4,3,2,2,0,2,1,10.0,0.0,1.0,22.43,0.0,76.0,0,119000.0,0.25,0.0
3050,3068,3,3,0,1,0.0,0.74,3,3,3,3,2,1,0,7.0,0.125,1.0,11.22,0.0659536541889483,40.0,0,42000.0,1.0,0.0
3051,3069,4,2,3,1,17.0,26.75,4,4,1,3,2,1,1,6.0,0.0,0.15476190476190477,233.87,0.11437978364048403,57.0,0,113000.0,0.5,0.75
3052,3070,5,4,3,4,22.0,61.64,5,5,3,4,2,1,1,8.0,0.0,0.5125,162.05000000000004,0.38037642702869473,57.0,0,70000.0,0.8,0.6
3053,3071,5,4,2,9,4.0,22.299999999999997,5,5,1,5,0,2,1,7.0,0.2226190476190476,0.6428571428571429,42.75999999999999,0.5215154349859682,44.0,0,55000.0,0.8,0.4
3054,3072,4,2,2,2,7.0,19.65,4,4,1,4,1,1,1,5.0,0.055357142857142855,0.17857142857142858,134.88,0.14568505338078291,34.0,1,45000.0,0.5,0.5
3055,3073,4,3,1,1,2.0,32.59,4,4,3,4,1,2,1,6.0,0.1,0.35,32.59,1.0,62.0,1,106000.0,0.75,0.25
3056,3074,4,4,0,13,0.0,17.3,4,4,4,2,2,1,1,8.0,0.0,1.0,23.67,0.7308829742289819,,2,,1.0,0.0
3057,3075,3,3,3,2,9.0,31.77,3,3,3,3,1,1,0,8.0,0.11249999999999999,0.1375,235.31000000000003,0.13501338659640472,60.0,1,56000.0,1.0,1.0
3058,3076,4,3,2,3,15.0,25.28,4,4,3,4,2,1,0,8.0,0.06666666666666667,0.42500000000000004,37.440000000000005,0.6752136752136751,33.0,1,72000.0,0.75,0.5
3059,3077,4,2,0,3,0.0,4.800000000000001,4,4,2,3,2,1,0,10.0,0.15,1.0,28.1,0.1708185053380783,33.0,1,45000.0,0.5,0.0
3060,3078,6,6,5,2,35.0,21.16,6,6,4,5,4,1,0,8.0,0.2335714285714286,0.32142857142857145,61.760000000000005,0.3426165803108808,85.0,0,60000.0,1.0,0.8333333333333334
3061,3079,6,3,3,2,17.0,61.47,6,6,2,5,3,1,1,6.0,0.1607142857142857,0.28571428571428575,142.16,0.43240011254924027,58.0,0,105000.0,0.5,0.5
3062,3080,6,4,5,4,30.0,80.48,6,5,4,6,1,4,0,11.0,0.1976190476190476,0.4135714285714286,188.45000000000002,0.4270628814009021,48.0,1,74000.0,0.6666666666666666,0.8333333333333334
3063,3081,2,2,1,1,10.0,39.52,2,2,2,1,1,0,1,5.0,0.05,0.05,85.22,0.46374090589063605,74.0,1,80000.0,1.0,0.5
3064,3082,6,5,4,5,13.0,18.5,6,6,4,5,2,3,0,8.0,0.1232142857142857,0.14285714285714285,48.78999999999999,0.3791760606681698,19.0,1,30000.0,0.8333333333333334,0.6666666666666666
3065,3083,2,2,1,0,5.0,0.0,2,1,1,1,0,1,1,10.0,0.775,0.175,151.26,0.0,58.0,0,95000.0,1.0,0.5
3066,3084,6,6,5,7,32.0,146.76000000000002,6,5,2,5,3,2,1,9.0,0.04964285714285714,0.6,254.79000000000005,0.5760037678087837,63.0,1,64000.0,1.0,0.8333333333333334
3067,3085,4,4,3,2,11.0,52.44,4,4,3,3,1,1,1,4.0,0.4603174603174603,0.39285714285714285,170.7,0.30720562390158174,86.0,0,79000.0,1.0,0.75
3068,3086,4,4,1,1,2.0,11.63,4,3,1,4,0,2,1,10.0,0.25833333333333336,0.275,37.39,0.311045734153517,55.0,1,76000.0,1.0,0.25
3069,3087,5,5,3,3,17.0,74.67,5,5,3,5,2,1,1,6.0,0.0625,0.17500000000000002,196.17000000000002,0.3806392414742315,47.0,1,98000.0,1.0,0.6
3070,3088,5,5,0,4,0.0,8.14,5,5,5,4,1,2,1,6.0,0.19375,1.0,14.84,0.5485175202156335,68.0,1,38000.0,1.0,0.0
3071,3089,5,4,4,1,19.0,16.3,5,4,4,4,2,2,0,12.0,0.20267857142857143,0.0625,191.57,0.08508639139740043,72.0,0,83000.0,0.8,0.8
3072,3090,2,2,2,1,13.0,26.85,2,2,2,1,1,1,0,8.0,0.03571428571428571,0.17857142857142858,198.22,0.13545555443446677,69.0,1,77000.0,1.0,1.0
3073,3091,3,2,0,0,0.0,0.0,3,3,3,1,1,1,1,7.0,0.125,1.0,4.99,0.0,,2,,0.6666666666666666,0.0
3074,3092,3,2,2,2,4.0,7.76,3,3,1,3,1,2,0,8.0,0.25,1.0,67.80000000000001,0.11445427728613568,78.0,1,35000.0,0.6666666666666666,0.6666666666666666
3075,3093,4,2,0,3,0.0,6.33,4,4,1,4,1,1,1,7.0,0.0,1.0,13.75,0.46036363636363636,46.0,1,48000.0,0.5,0.0
3076,3094,6,4,2,1,8.0,8.46,6,6,3,5,1,1,2,3.0,0.15476190476190474,0.32142857142857145,60.580000000000005,0.13965004952129415,67.0,1,50000.0,0.6666666666666666,0.3333333333333333
3077,3095,6,3,0,3,0.0,17.73,6,4,3,4,2,2,1,9.0,0.15,1.0,21.09,0.8406827880512091,93.0,1,41000.0,0.5,0.0
3078,3096,6,6,6,4,33.0,98.29,6,6,2,6,2,1,0,7.0,0.014285714285714285,0.17857142857142855,392.29,0.250554436768717,58.0,1,96000.0,1.0,1.0
3079,3097,3,3,3,1,22.0,29.13,3,3,2,3,1,1,0,10.0,0.025,0.0,69.95,0.4164403145103645,42.0,0,90000.0,1.0,1.0
3080,3098,2,1,0,0,0.0,0.0,2,2,1,1,1,0,1,5.0,1.0,1.0,16.56,0.0,,2,,0.5,0.0
3081,3099,4,4,4,3,24.0,28.189999999999998,4,4,3,3,2,2,0,10.0,0.08333333333333333,0.12380952380952381,189.93,0.14842310324856525,46.0,0,69000.0,1.0,1.0
3082,3100,5,4,2,1,12.0,19.28,5,5,4,4,3,1,0,9.0,0.3,0.6,99.11999999999999,0.1945117029862793,48.0,1,78000.0,0.8,0.4
3083,3101,4,2,3,1,9.0,17.72,4,4,2,4,1,1,1,5.0,0.075,0.175,145.98000000000002,0.12138649130017809,64.0,0,109000.0,0.5,0.75
3084,3102,4,2,3,2,10.0,29.34,4,4,3,4,2,2,0,7.0,0.19642857142857142,0.3392857142857143,727.84,0.0403110573752473,49.0,0,68000.0,0.5,0.75
3085,3103,5,4,4,3,23.0,33.980000000000004,5,4,3,5,2,2,1,8.0,0.03333333333333333,0.22857142857142856,220.78999999999996,0.15390189773087554,64.0,1,57000.0,0.8,0.8
3086,3104,4,4,3,2,17.0,33.77,4,3,2,3,2,2,0,11.0,0.15238095238095237,0.19642857142857142,120.95999999999998,0.27918320105820116,51.0,1,53000.0,1.0,0.75
3087,3105,6,4,4,2,25.0,48.62,6,5,3,3,2,1,1,9.0,0.15873015873015872,0.16071428571428573,223.02999999999997,0.21799757880105816,48.0,1,89000.0,0.6666666666666666,0.6666666666666666
3088,3106,4,4,4,3,20.0,57.48,4,3,3,4,1,3,0,12.0,0.025000000000000005,0.3964285714285714,216.48999999999998,0.2655087994826551,55.0,1,66000.0,1.0,1.0
3089,3107,3,2,0,1,0.0,8.45,3,3,1,2,0,1,2,3.0,0.5,1.0,86.71999999999998,0.09744003690036901,21.0,1,31000.0,0.6666666666666666,0.0
3090,3108,6,5,5,12,22.0,39.18,6,5,3,6,3,2,0,10.0,0.05714285714285714,0.30238095238095236,90.23,0.43422365067050867,27.0,1,33000.0,0.8333333333333334,0.8333333333333334
3091,3109,4,2,2,0,7.0,0.0,4,3,2,3,1,2,1,9.0,1.1666666666666667,1.0,205.99,0.0,54.0,1,88000.0,0.5,0.5
3092,3110,6,6,0,10,0.0,25.85,6,5,1,5,2,2,1,9.0,0.14357142857142857,1.0,47.38,0.5455888560574081,,2,,1.0,0.0
3093,3111,4,4,4,3,17.0,43.22,4,3,1,4,2,2,0,10.0,0.05714285714285714,0.2619047619047619,179.78000000000003,0.2404049393703415,74.0,2,56000.0,1.0,1.0
3094,3112,4,3,1,4,2.0,7.87,4,4,3,2,2,1,1,6.0,0.09523809523809523,0.6071428571428571,24.59,0.3200488003253355,73.0,0,48000.0,0.75,0.25
3095,3113,6,6,4,3,15.0,66.66,6,5,3,5,2,3,0,10.0,0.05500000000000001,0.2916666666666667,148.14000000000001,0.4499797488861887,56.0,1,74000.0,1.0,0.6666666666666666
3096,3114,5,3,1,0,5.0,0.0,5,5,4,3,2,1,1,6.0,0.39285714285714285,0.2,14.29,0.0,61.0,1,119000.0,0.6,0.2
3097,3115,5,5,2,1,5.0,26.91,5,5,4,5,1,3,0,9.0,0.1625,0.5535714285714286,91.52,0.29403409090909094,65.0,1,82000.0,1.0,0.4
3098,3116,5,2,0,0,0.0,0.0,5,5,3,5,2,2,0,9.0,0.0125,1.0,7.37,0.0,55.0,0,31000.0,0.4,0.0
3099,3117,5,5,4,3,20.0,84.71000000000001,5,5,4,3,2,2,1,6.0,0.20238095238095238,0.18333333333333335,292.07,0.29003321121648923,42.0,0,74000.0,1.0,0.8
3100,3118,3,1,0,2,0.0,0.89,3,2,1,3,0,3,0,13.0,0.05,1.0,7.27,0.12242090784044017,,2,,0.3333333333333333,0.0
3101,3119,3,2,0,0,0.0,0.0,3,3,2,3,1,2,0,7.0,0.1,1.0,4.609999999999999,0.0,,2,,0.6666666666666666,0.0
3102,3120,4,2,0,0,0.0,0.0,4,4,1,3,1,1,1,7.0,0.0,1.0,2.88,0.0,64.0,1,47000.0,0.5,0.0
3103,3121,6,6,1,2,2.0,36.82,6,6,4,5,1,1,2,4.0,0.13166666666666665,1.0,36.82,1.0,47.0,0,88000.0,1.0,0.16666666666666666
3104,3122,6,6,0,3,0.0,2.52,6,4,4,3,1,2,0,13.0,0.12928571428571428,1.0,4.12,0.6116504854368932,,2,,1.0,0.0
3105,3123,5,1,0,0,0.0,0.0,5,3,1,5,2,1,1,9.0,1.0,1.0,17.4,0.0,,2,,0.2,0.0
3106,3124,5,3,0,5,0.0,4.01,5,5,3,4,3,2,0,8.0,0.0976190476190476,1.0,5.640000000000001,0.7109929078014183,41.0,0,37000.0,0.6,0.0
3107,3125,6,5,2,0,7.0,0.0,6,6,5,5,1,1,2,4.0,0.056249999999999994,0.0,77.48,0.0,70.0,0,97000.0,0.8333333333333334,0.3333333333333333
3108,3126,5,2,5,1,22.0,28.42,5,5,2,5,2,1,0,7.0,0.1875,0.6107142857142857,96.25,0.2952727272727273,56.0,0,97000.0,0.4,1.0
3109,3127,5,3,1,2,5.0,8.43,5,4,3,5,2,2,0,9.0,0.03571428571428571,0.15,17.66,0.4773499433748584,72.0,1,47000.0,0.6,0.2
3110,3128,6,4,0,2,0.0,18.83,6,5,4,3,1,1,2,8.0,0.3763888888888889,1.0,55.43,0.3397077394912502,64.0,0,50000.0,0.6666666666666666,0.0
3111,3129,5,3,1,0,3.0,0.0,5,5,3,5,2,1,1,6.0,0.0,1.0,19.47,0.0,67.0,0,36000.0,0.6,0.2
3112,3130,5,4,4,2,19.0,57.510000000000005,5,5,3,4,2,2,1,7.0,0.125,0.35,211.63,0.2717478618343335,54.0,1,78000.0,0.8,0.8
3113,3131,5,5,2,1,15.0,14.08,5,4,2,4,2,2,1,9.0,0.03392857142857143,1.0,43.96,0.3202911737943585,88.0,0,59000.0,1.0,0.4
3114,3132,6,5,5,3,29.0,67.9,6,5,5,5,1,2,1,10.0,0.3916666666666667,0.09999999999999999,322.15,0.21077137979202237,89.0,1,92000.0,0.8333333333333334,0.8333333333333334
3115,3133,5,2,3,2,17.0,63.61,5,5,3,4,3,1,0,8.0,0.0625,0.125,174.66,0.36419328982022214,60.0,1,114000.0,0.4,0.6
3116,3134,4,4,2,2,7.0,41.879999999999995,4,4,2,3,1,1,2,4.0,0.0,0.15,104.69,0.400038208042793,52.0,1,90000.0,1.0,0.5
3117,3135,5,4,4,1,15.0,34.81,5,3,3,5,0,3,0,12.0,0.14107142857142857,0.3,1153.11,0.030187926563814384,55.0,0,97000.0,0.8,0.8
3118,3136,3,2,0,1,0.0,2.36,3,3,2,2,2,0,1,5.0,0.3333333333333333,1.0,9.84,0.23983739837398374,19.0,1,37000.0,0.6666666666666666,0.0
3119,3137,4,1,3,1,9.0,29.52,4,3,2,3,0,3,1,10.0,0.0,0.25952380952380955,204.48000000000002,0.14436619718309857,58.0,0,116000.0,0.25,0.75
3120,3138,3,3,2,2,8.0,37.16,3,2,2,3,1,2,0,11.0,0.0,0.13571428571428573,131.87,0.28179267460377644,60.0,1,76000.0,1.0,0.6666666666666666
3121,3139,4,4,1,9,3.0,12.280000000000001,4,2,1,4,0,3,0,12.0,0.011904761904761904,1.0,20.98,0.5853193517635844,,2,,1.0,0.25
3122,3140,5,3,0,1,0.0,0.28,5,4,2,5,1,3,0,10.0,0.23214285714285715,1.0,2.3099999999999996,0.12121212121212124,21.0,1,42000.0,0.6,0.0
3123,3141,5,2,0,1,0.0,1.34,5,4,3,5,1,4,0,10.0,0.15,1.0,14.830000000000002,0.09035738368172623,45.0,1,49000.0,0.4,0.0
3124,3142,5,3,0,5,0.0,7.27,5,4,1,5,1,3,1,8.0,0.23214285714285715,1.0,22.1,0.3289592760180995,,2,,0.6,0.0
3125,3143,3,3,3,3,13.0,68.28999999999999,3,2,1,3,1,2,0,11.0,0.030357142857142857,0.6589285714285714,184.06,0.37102031946104524,62.0,0,82000.0,1.0,1.0
3126,3144,5,5,1,1,5.0,6.37,5,4,3,5,1,2,1,8.0,0.10491071428571429,0.2,17.41,0.3658816771970132,,2,,1.0,0.2
3127,3145,5,5,3,1,17.0,17.29,5,5,2,5,2,1,1,6.0,0.2732142857142857,0.10714285714285714,144.94,0.11929074099627432,73.0,1,61000.0,1.0,0.6
3128,3146,5,5,1,6,3.0,8.100000000000001,5,5,3,5,1,2,1,6.0,0.046875,1.0,15.200000000000003,0.5328947368421053,,2,,1.0,0.2
3129,3147,3,3,1,7,3.0,24.900000000000002,3,3,3,1,1,1,1,6.0,0.05357142857142857,0.35714285714285715,69.26,0.35951487149870054,50.0,1,73000.0,1.0,0.3333333333333333
3130,3148,6,4,4,4,19.0,35.730000000000004,6,6,3,5,2,2,1,7.0,0.17857142857142858,0.34285714285714286,462.47999999999996,0.0772573949143747,39.0,1,48000.0,0.6666666666666666,0.6666666666666666
3131,3149,3,3,1,0,2.0,0.0,3,3,1,3,0,2,1,7.0,0.13214285714285715,0.10714285714285714,45.44,0.0,49.0,1,59000.0,1.0,0.3333333333333333
3132,3150,6,3,0,5,0.0,9.26,6,6,4,5,4,1,0,8.0,0.05,1.0,13.33,0.6946736684171042,,2,,0.5,0.0
3133,3151,5,3,0,4,0.0,3.7,5,5,2,4,3,0,1,5.0,0.08928571428571427,1.0,29.060000000000002,0.12732278045423262,66.0,1,33000.0,0.6,0.0
3134,3152,6,4,6,2,29.0,40.45,6,6,4,6,1,3,0,9.0,0.18333333333333335,0.2657142857142857,239.97000000000003,0.16856273700879276,94.0,0,68000.0,0.6666666666666666,1.0
3135,3153,4,3,0,0,0.0,0.0,4,3,3,2,2,1,1,10.0,0.525,1.0,0.0,,59.0,1,113000.0,0.75,0.0
3136,3154,5,3,0,1,0.0,5.8100000000000005,5,5,3,4,2,1,1,6.0,0.2388888888888889,1.0,14.13,0.41118188251946214,,2,,0.6,0.0
3137,3155,5,4,4,1,20.0,36.05,5,4,2,4,1,3,1,9.0,0.3102678571428571,0.08333333333333333,207.19,0.17399488392296925,58.0,0,91000.0,0.8,0.8
3138,3156,4,3,0,1,0.0,1.09,4,3,3,3,1,2,0,13.0,0.20357142857142857,1.0,7.46,0.14611260053619304,36.0,1,47000.0,0.75,0.0
3139,3157,6,2,1,1,2.0,19.04,6,6,3,4,1,2,2,5.0,0.13541666666666666,0.6428571428571429,45.79,0.4158113125136493,57.0,0,79000.0,0.3333333333333333,0.16666666666666666
3140,3158,6,4,4,1,14.0,13.01,6,5,4,4,2,2,1,9.0,0.15595238095238095,0.20238095238095236,154.32999999999998,0.08429987688718979,59.0,0,54000.0,0.6666666666666666,0.6666666666666666
3141,3159,4,2,1,0,2.0,0.0,4,4,2,3,0,2,2,5.0,0.08333333333333333,1.0,67.22,0.0,53.0,0,102000.0,0.5,0.25
3142,3160,6,3,2,2,10.0,5.57,6,5,2,6,3,1,1,8.0,0.32857142857142857,1.0,27.820000000000004,0.20021567217828898,,2,,0.5,0.3333333333333333
3143,3161,5,4,3,6,22.0,70.69,5,5,4,4,1,2,1,8.0,0.12777777777777777,0.3625,119.05000000000001,0.5937841243175136,57.0,0,43000.0,0.8,0.6
3144,3162,6,3,3,6,13.0,31.5,6,5,4,5,1,2,2,6.0,0.13333333333333333,0.25,54.690000000000005,0.5759736697750959,23.0,0,61000.0,0.5,0.5
3145,3163,6,6,3,2,17.0,48.68,6,6,1,6,2,1,1,6.0,0.029642857142857144,0.24285714285714285,84.16999999999999,0.5783533325412856,54.0,0,81000.0,1.0,0.5
3146,3164,6,5,4,1,30.0,20.54,6,5,2,4,2,1,1,9.0,0.08705357142857142,0.03571428571428571,115.72999999999999,0.1774820703361272,49.0,0,73000.0,0.8333333333333334,0.6666666666666666
3147,3165,5,4,5,2,30.0,41.19,5,5,4,3,2,2,0,8.0,0.11607142857142856,0.13095238095238096,192.64,0.2138185215946844,68.0,0,72000.0,0.8,1.0
3148,3166,3,3,0,2,0.0,4.3,3,3,3,2,1,1,1,6.0,0.075,1.0,19.92,0.215863453815261,25.0,1,73000.0,1.0,0.0
3149,3167,5,5,3,5,8.0,60.349999999999994,5,5,3,4,0,2,2,4.0,0.13095238095238096,0.20238095238095236,122.78999999999999,0.4914895349784184,66.0,1,51000.0,1.0,0.6
3150,3168,4,3,0,5,0.0,8.23,4,3,3,1,0,1,1,10.0,0.20833333333333334,1.0,30.68,0.26825293350717083,46.0,1,35000.0,0.75,0.0
3151,3169,4,4,1,6,5.0,11.55,4,4,3,4,2,2,0,7.0,0.16666666666666666,1.0,23.009999999999998,0.501955671447197,,2,,1.0,0.25
3152,3170,5,5,3,3,12.0,77.32000000000001,5,5,3,4,2,1,1,6.0,0.26651785714285714,0.33214285714285713,209.09,0.3697929121430963,69.0,0,115000.0,1.0,0.6
3153,3171,6,4,1,0,10.0,0.0,6,6,3,4,2,2,1,7.0,0.16473214285714285,1.0,58.33,0.0,55.0,0,75000.0,0.6666666666666666,0.16666666666666666
3154,3172,6,4,2,6,5.0,22.54,6,5,4,6,2,3,0,9.0,0.05000000000000001,0.17857142857142858,30.84,0.7308690012970168,39.0,0,42000.0,0.6666666666666666,0.3333333333333333
3155,3173,6,4,0,5,0.0,13.22,6,6,4,4,2,1,2,4.0,0.24404761904761907,1.0,15.18,0.8708827404479579,,2,,0.6666666666666666,0.0
3156,3174,4,4,2,1,12.0,14.1,4,4,3,3,1,1,1,7.0,0.1880952380952381,0.29285714285714287,81.27999999999999,0.17347440944881892,41.0,1,78000.0,1.0,0.5
3157,3175,3,2,2,1,7.0,24.14,3,2,1,3,1,2,0,12.0,0.3607142857142857,0.30357142857142855,84.75,0.2848377581120944,82.0,0,87000.0,0.6666666666666666,0.6666666666666666
3158,3176,5,4,2,8,5.0,23.310000000000002,5,5,2,4,1,2,2,4.0,0.10317460317460318,0.35714285714285715,47.04,0.49553571428571436,52.0,1,55000.0,0.8,0.4
3159,3177,6,5,6,2,28.0,42.66,6,5,4,6,2,3,0,10.0,0.05892857142857143,0.08392857142857142,322.23999999999995,0.1323857994041708,69.0,0,87000.0,0.8333333333333334,1.0
3160,3178,6,6,4,12,35.0,137.32,6,6,6,4,3,0,0,8.0,0.04428571428571428,0.3904761904761905,177.82999999999998,0.772198166788506,73.0,1,46000.0,1.0,0.6666666666666666
3161,3179,5,0,0,0,0.0,0.0,5,4,0,5,1,1,1,8.0,1.0,1.0,3.5,0.0,51.0,1,34000.0,0.0,0.0
3162,3180,5,4,4,11,10.0,22.509999999999998,5,5,4,5,0,2,1,6.0,0.19523809523809524,0.4625,48.609999999999985,0.46307344167866704,70.0,1,36000.0,0.8,0.8
3163,3181,6,3,0,7,0.0,6.58,6,5,2,5,1,3,1,9.0,0.2587301587301587,1.0,15.370000000000001,0.42810670136629797,,2,,0.5,0.0
3164,3182,4,3,3,2,15.0,32.61,4,3,1,4,2,1,1,8.0,0.275,0.24047619047619048,96.2,0.338981288981289,49.0,1,47000.0,0.75,0.75
3165,3183,4,3,0,3,0.0,7.11,4,3,2,2,2,1,1,9.0,0.20238095238095238,1.0,17.46,0.4072164948453608,53.0,1,32000.0,0.75,0.0
3166,3184,4,2,1,0,10.0,0.0,4,4,2,2,2,0,2,4.0,0.10714285714285714,1.0,25.31,0.0,65.0,0,83000.0,0.5,0.25
3167,3185,5,4,1,1,2.0,14.61,5,4,2,4,0,3,2,7.0,0.2619047619047619,1.0,90.19,0.1619913515910855,51.0,0,81000.0,0.8,0.2
3168,3186,6,1,2,0,4.0,0.0,6,5,1,6,1,3,0,10.0,1.0,0.9285714285714286,34.910000000000004,0.0,66.0,1,72000.0,0.16666666666666666,0.3333333333333333
3169,3187,5,5,2,4,8.0,51.98,5,5,5,2,1,1,1,4.0,0.1755952380952381,0.10714285714285714,179.95000000000002,0.28885801611558765,59.0,0,69000.0,1.0,0.4
3170,3188,6,6,0,0,0.0,0.0,6,6,4,6,2,2,0,7.0,0.06,1.0,0.0,,54.0,0,63000.0,1.0,0.0
3171,3189,5,4,0,5,0.0,20.23,5,4,4,4,3,2,0,10.0,0.1357142857142857,1.0,26.98,0.7498146775389177,34.0,1,38000.0,0.8,0.0
3172,3190,4,4,3,6,11.0,18.21,4,4,4,3,1,1,1,4.0,0.15793650793650796,0.525,36.910000000000004,0.49336223245732863,71.0,1,60000.0,1.0,0.75
3173,3191,4,4,3,2,18.0,34.99,4,4,4,2,2,1,1,6.0,0.1119047619047619,0.33095238095238094,78.74000000000001,0.44437388874777745,75.0,2,60000.0,1.0,0.75
3174,3192,4,4,4,3,20.0,643.8,4,4,3,3,2,2,0,8.0,0.08333333333333333,0.23690476190476187,922.05,0.6982267772897348,56.0,0,82000.0,1.0,1.0
3175,3193,5,5,4,2,11.0,36.480000000000004,5,5,3,5,1,2,0,8.0,0.10267857142857142,0.16666666666666666,131.49,0.2774355464293863,72.0,1,65000.0,1.0,0.8
3176,3194,6,2,0,1,0.0,0.7000000000000001,6,5,2,6,2,2,1,8.0,0.125,1.0,3.6700000000000004,0.19073569482288827,46.0,1,42000.0,0.3333333333333333,0.0
