,person,offer_id,offer received,offer viewed,offer completed,transaction,reward,amount
16490,4427,4.0,1,1,1,0,3.0,0.0
16491,4427,7.0,1,1,1,0,2.0,0.0
16492,4427,8.0,1,1,1,1,2.0,21.18
16493,4428,5.0,1,1,1,1,10.0,26.56
16494,4428,8.0,1,0,1,0,2.0,0.0
16495,4428,9.0,1,1,0,0,0.0,0.0
16496,4429,0.0,1,0,0,0,0.0,0.0
16497,4429,1.0,1,1,0,0,0.0,0.0
16498,4430,3.0,1,1,0,0,0.0,0.0
16499,4430,6.0,1,1,0,0,0.0,0.0
16500,4430,8.0,1,1,0,0,0.0,0.0
16501,4430,9.0,1,0,0,0,0.0,0.0
16502,4431,1.0,1,1,0,0,0.0,0.0
16503,4431,2.0,1,1,1,1,5.0,18.65
16504,4431,3.0,2,2,2,1,10.0,25.85
16505,4432,1.0,2,2,0,1,0.0,0.68
16506,4432,9.0,2,1,0,3,0.0,3.37
16507,4433,3.0,1,1,0,0,0.0,0.0
16508,4433,4.0,1,1,0,0,0.0,0.0
16509,4433,5.0,1,1,0,3,0.0,8.85
16510,4434,3.0,2,2,0,0,0.0,0.0
16511,4435,1.0,1,1,0,2,0.0,8.780000000000001
16512,4435,3.0,1,1,0,0,0.0,0.0
16513,4435,7.0,1,1,1,3,2.0,13.05
16514,4436,0.0,1,1,0,0,0.0,0.0
16515,4436,1.0,1,1,0,1,0.0,36.63
16516,4436,2.0,1,0,1,0,5.0,0.0
16517,4436,3.0,2,2,1,0,5.0,0.0
16518,4437,2.0,1,0,1,0,5.0,0.0
16519,4437,5.0,1,1,0,0,0.0,0.0
16520,4437,8.0,1,0,0,0,0.0,0.0
16521,4438,3.0,2,2,2,1,10.0,29.35
16522,4438,7.0,1,1,1,0,2.0,0.0
16523,4439,1.0,1,1,0,0,0.0,0.0
16524,4439,2.0,1,1,0,0,0.0,0.0
16525,4439,4.0,1,1,0,0,0.0,0.0
16526,4439,6.0,1,1,0,0,0.0,0.0
16527,4440,1.0,1,1,0,1,0.0,18.14
16528,4440,5.0,1,0,0,0,0.0,0.0
16529,4440,6.0,1,1,1,0,10.0,0.0
16530,4441,0.0,2,2,0,1,0.0,8.83
16531,4441,1.0,2,2,0,2,0.0,28.7
16532,4441,3.0,1,1,1,1,5.0,13.79
16533,4442,1.0,1,1,0,0,0.0,0.0
16534,4442,2.0,1,1,0,0,0.0,0.0
16535,4442,3.0,1,1,0,0,0.0,0.0
16536,4442,4.0,1,1,0,0,0.0,0.0
16537,4443,0.0,1,0,0,0,0.0,0.0
16538,4443,1.0,1,0,0,0,0.0,0.0
16539,4443,7.0,1,1,1,0,2.0,0.0
16540,4443,9.0,1,1,1,0,5.0,0.0
16541,4444,2.0,1,1,1,0,5.0,0.0
16542,4444,4.0,1,1,1,1,3.0,39.43
16543,4444,8.0,1,1,1,0,2.0,0.0
16544,4444,9.0,1,0,0,0,0.0,0.0
16545,4445,1.0,1,1,0,0,0.0,0.0
16546,4445,3.0,1,1,1,0,5.0,0.0
16547,4445,7.0,1,1,1,2,2.0,14.71
16548,4445,9.0,1,0,0,0,0.0,0.0
16549,4446,0.0,1,0,0,0,0.0,0.0
16550,4446,2.0,1,0,1,0,5.0,0.0
16551,4446,3.0,1,1,1,1,5.0,11.72
16552,4446,4.0,1,1,1,0,3.0,0.0
16553,4446,5.0,1,1,1,3,10.0,24.080000000000002
16554,4446,8.0,1,1,1,1,2.0,6.57
16555,4447,3.0,2,2,2,9,10.0,27.61
16556,4447,6.0,2,2,0,5,0.0,9.200000000000001
16557,4447,7.0,2,2,2,1,4.0,8.12
16558,4448,0.0,1,1,0,0,0.0,0.0
16559,4448,1.0,1,1,0,2,0.0,10.379999999999999
16560,4448,7.0,1,1,1,3,2.0,11.06
16561,4449,0.0,1,0,0,0,0.0,0.0
16562,4449,1.0,1,1,0,1,0.0,16.83
16563,4449,2.0,1,0,0,0,0.0,0.0
16564,4449,4.0,2,2,2,1,6.0,12.66
16565,4449,7.0,1,1,1,2,2.0,16.880000000000003
16566,4450,1.0,3,3,0,1,0.0,13.49
16567,4450,6.0,1,1,1,1,10.0,11.08
16568,4450,7.0,1,1,1,1,2.0,17.39
16569,4451,3.0,1,1,1,1,5.0,17.37
16570,4451,7.0,2,2,2,1,4.0,23.0
16571,4452,0.0,1,0,0,0,0.0,0.0
16572,4452,1.0,1,1,0,0,0.0,0.0
16573,4452,2.0,1,1,0,0,0.0,0.0
16574,4452,7.0,1,1,0,0,0.0,0.0
16575,4452,9.0,1,1,0,0,0.0,0.0
16576,4453,0.0,2,0,0,0,0.0,0.0
16577,4453,6.0,2,2,2,2,20.0,47.44
16578,4453,7.0,1,1,1,0,2.0,0.0
16579,4454,0.0,1,1,0,1,0.0,18.86
16580,4454,2.0,2,2,2,1,10.0,10.61
16581,4454,3.0,1,1,1,0,5.0,0.0
16582,4454,7.0,1,1,1,1,2.0,13.45
16583,4455,1.0,1,1,0,0,0.0,0.0
16584,4455,4.0,1,1,1,0,3.0,0.0
16585,4455,8.0,1,1,1,1,2.0,16.86
16586,4455,9.0,1,1,0,0,0.0,0.0
16587,4456,0.0,2,2,0,2,0.0,40.38
16588,4456,1.0,1,1,0,0,0.0,0.0
16589,4456,6.0,2,2,2,1,20.0,12.66
16590,4457,0.0,2,2,0,5,0.0,21.759999999999998
16591,4457,1.0,1,1,0,2,0.0,4.99
16592,4457,3.0,2,2,0,3,0.0,6.42
16593,4458,1.0,1,1,0,1,0.0,0.46
16594,4458,4.0,1,1,0,0,0.0,0.0
16595,4459,3.0,2,2,2,1,10.0,7.35
16596,4459,6.0,1,1,0,0,0.0,0.0
16597,4459,7.0,1,1,1,2,2.0,16.95
16598,4460,0.0,1,1,0,1,0.0,21.83
16599,4460,3.0,1,1,0,0,0.0,0.0
16600,4460,5.0,2,2,2,1,20.0,7.58
16601,4461,0.0,1,1,0,0,0.0,0.0
16602,4461,3.0,1,0,0,0,0.0,0.0
16603,4461,7.0,1,1,1,3,2.0,7.7299999999999995
16604,4461,9.0,2,1,0,7,0.0,19.94
16605,4462,0.0,1,0,0,0,0.0,0.0
16606,4462,1.0,1,1,0,1,0.0,1.09
16607,4462,2.0,1,0,1,0,5.0,0.0
16608,4462,5.0,2,2,0,3,0.0,7.18
16609,4463,2.0,1,1,1,0,5.0,0.0
16610,4463,4.0,1,1,1,0,3.0,0.0
16611,4463,7.0,1,1,1,0,2.0,0.0
16612,4463,8.0,1,1,1,2,2.0,23.45
16613,4464,0.0,1,1,0,1,0.0,6.97
16614,4464,1.0,1,1,0,0,0.0,0.0
16615,4464,3.0,1,1,1,0,5.0,0.0
16616,4464,5.0,1,1,1,1,10.0,18.34
16617,4464,8.0,1,0,1,0,2.0,0.0
16618,4465,0.0,1,0,0,0,0.0,0.0
16619,4465,1.0,1,1,0,0,0.0,0.0
16620,4465,2.0,1,0,0,0,0.0,0.0
16621,4465,7.0,1,1,1,1,2.0,0.5
16622,4466,0.0,1,0,0,0,0.0,0.0
16623,4466,2.0,1,0,1,0,5.0,0.0
16624,4466,4.0,1,1,0,0,0.0,0.0
16625,4466,8.0,2,0,1,0,2.0,0.0
16626,4466,9.0,1,0,0,0,0.0,0.0
16627,4467,6.0,3,3,0,0,0.0,0.0
16628,4467,9.0,1,0,1,0,5.0,0.0
16629,4468,0.0,1,0,0,0,0.0,0.0
16630,4468,3.0,1,1,1,0,5.0,0.0
16631,4468,9.0,1,1,0,0,0.0,0.0
16632,4469,1.0,2,1,0,0,0.0,0.0
16633,4469,4.0,1,1,0,0,0.0,0.0
16634,4469,5.0,1,1,0,0,0.0,0.0
16635,4470,1.0,1,1,0,0,0.0,0.0
16636,4470,4.0,1,1,0,1,0.0,0.87
16637,4470,5.0,1,1,0,2,0.0,7.81
16638,4470,9.0,1,1,0,0,0.0,0.0
16639,4471,0.0,1,0,0,0,0.0,0.0
16640,4471,2.0,1,0,1,0,5.0,0.0
16641,4471,3.0,1,1,1,0,5.0,0.0
16642,4471,7.0,1,0,0,0,0.0,0.0
16643,4471,8.0,1,0,1,0,2.0,0.0
16644,4472,0.0,1,1,0,3,0.0,152.02
16645,4472,1.0,1,1,0,2,0.0,9.79
16646,4472,2.0,1,0,1,0,5.0,0.0
16647,4472,3.0,1,1,0,4,0.0,10.57
16648,4472,6.0,1,1,0,1,0.0,1.33
16649,4472,9.0,1,0,1,0,5.0,0.0
16650,4473,0.0,1,0,0,0,0.0,0.0
16651,4473,2.0,2,0,0,0,0.0,0.0
16652,4473,6.0,1,1,0,3,0.0,13.96
16653,4473,9.0,1,0,0,0,0.0,0.0
16654,4474,0.0,1,0,0,0,0.0,0.0
16655,4474,1.0,2,2,0,0,0.0,0.0
16656,4474,2.0,1,1,1,0,5.0,0.0
16657,4474,3.0,1,1,1,0,5.0,0.0
16658,4475,0.0,1,0,0,0,0.0,0.0
16659,4475,6.0,1,1,1,1,10.0,31.98
16660,4475,8.0,1,1,0,0,0.0,0.0
16661,4476,0.0,2,1,0,0,0.0,0.0
16662,4476,7.0,2,2,2,7,4.0,25.459999999999997
16663,4477,0.0,1,0,0,0,0.0,0.0
16664,4477,2.0,1,0,0,0,0.0,0.0
16665,4477,3.0,1,1,1,1,5.0,11.26
16666,4477,6.0,1,1,1,2,10.0,17.759999999999998
16667,4477,7.0,1,1,1,0,2.0,0.0
16668,4477,8.0,1,0,1,0,2.0,0.0
16669,4478,1.0,1,1,0,3,0.0,53.14
16670,4478,2.0,1,0,1,0,5.0,0.0
16671,4478,3.0,1,1,1,0,5.0,0.0
16672,4478,6.0,2,2,1,0,10.0,0.0
16673,4478,7.0,1,1,1,1,2.0,24.52
16674,4479,3.0,2,2,0,1,0.0,1.31
16675,4479,5.0,1,1,0,0,0.0,0.0
16676,4479,7.0,1,1,0,3,0.0,2.8200000000000003
16677,4479,8.0,1,0,0,0,0.0,0.0
16678,4480,1.0,1,1,0,1,0.0,0.22
16679,4480,2.0,1,1,0,0,0.0,0.0
16680,4480,3.0,1,1,0,0,0.0,0.0
16681,4480,8.0,2,2,1,4,2.0,19.180000000000003
16682,4480,9.0,1,1,0,2,0.0,2.1999999999999997
16683,4481,1.0,1,1,0,1,0.0,1.53
16684,4481,3.0,2,2,1,0,5.0,0.0
16685,4481,7.0,1,1,0,2,0.0,7.98
16686,4481,9.0,1,0,0,0,0.0,0.0
16687,4482,3.0,1,1,0,1,0.0,0.97
16688,4482,4.0,1,1,0,1,0.0,1.12
16689,4482,5.0,1,1,0,0,0.0,0.0
16690,4482,6.0,2,2,0,1,0.0,1.04
16691,4483,2.0,2,2,0,1,0.0,0.19
16692,4483,4.0,1,1,0,1,0.0,2.22
16693,4483,7.0,2,2,0,2,0.0,3.5199999999999996
16694,4484,3.0,1,1,0,0,0.0,0.0
16695,4484,7.0,2,2,0,3,0.0,3.9
16696,4484,9.0,1,1,0,0,0.0,0.0
16697,4485,3.0,1,1,0,1,0.0,1.27
16698,4485,6.0,1,1,0,0,0.0,0.0
16699,4486,1.0,1,1,0,1,0.0,16.5
16700,4486,3.0,1,1,1,1,5.0,13.52
16701,4486,5.0,1,1,1,0,10.0,0.0
16702,4486,6.0,1,1,1,1,10.0,22.53
16703,4486,7.0,1,1,1,1,2.0,10.32
16704,4487,1.0,1,0,0,0,0.0,0.0
16705,4487,2.0,1,1,0,0,0.0,0.0
16706,4487,6.0,1,1,0,0,0.0,0.0
16707,4487,8.0,1,1,1,1,2.0,41.09
16708,4488,2.0,1,0,0,0,0.0,0.0
16709,4488,3.0,1,1,0,4,0.0,11.07
16710,4488,4.0,1,1,1,2,3.0,8.030000000000001
16711,4488,9.0,1,0,0,0,0.0,0.0
16712,4489,0.0,1,0,0,0,0.0,0.0
16713,4489,2.0,1,0,0,0,0.0,0.0
16714,4489,5.0,1,1,0,8,0.0,18.67
16715,4489,7.0,1,1,1,1,2.0,3.09
16716,4489,9.0,2,0,0,0,0.0,0.0
16717,4490,0.0,1,1,0,3,0.0,10.940000000000001
16718,4490,4.0,1,1,0,0,0.0,0.0
16719,4490,7.0,1,1,1,2,2.0,5.53
16720,4490,8.0,2,0,0,0,0.0,0.0
16721,4491,2.0,2,1,2,0,10.0,0.0
16722,4491,8.0,1,0,1,0,2.0,0.0
16723,4492,2.0,1,0,1,0,5.0,0.0
16724,4492,4.0,1,1,1,0,3.0,0.0
16725,4492,5.0,2,1,1,0,10.0,0.0
16726,4492,7.0,1,1,0,0,0.0,0.0
16727,4493,3.0,1,1,1,1,5.0,5.59
16728,4493,6.0,1,1,0,1,0.0,3.29
16729,4493,8.0,2,1,0,0,0.0,0.0
16730,4493,9.0,1,1,0,5,0.0,5.25
16731,4494,1.0,2,1,0,0,0.0,0.0
16732,4494,5.0,1,1,1,0,10.0,0.0
16733,4494,7.0,2,2,2,1,4.0,21.67
16734,4495,5.0,2,2,2,2,20.0,34.71
16735,4495,8.0,2,2,1,0,2.0,0.0
16736,4496,1.0,1,1,0,1,0.0,0.22
16737,4496,3.0,2,2,0,5,0.0,5.7
16738,4496,4.0,1,1,0,0,0.0,0.0
16739,4496,7.0,1,1,1,2,2.0,60.11
16740,4496,9.0,1,0,0,0,0.0,0.0
16741,4497,3.0,2,2,0,2,0.0,3.5700000000000003
16742,4497,5.0,1,1,0,3,0.0,10.530000000000001
16743,4497,7.0,1,1,1,2,2.0,6.279999999999999
16744,4497,8.0,1,0,0,0,0.0,0.0
16745,4498,0.0,1,1,0,1,0.0,5.42
16746,4498,3.0,1,1,1,0,5.0,0.0
16747,4498,4.0,2,2,2,2,6.0,22.68
16748,4498,8.0,1,1,1,1,2.0,13.86
16749,4499,0.0,2,0,0,0,0.0,0.0
16750,4499,3.0,1,1,1,1,5.0,6.79
16751,4499,4.0,1,1,1,0,3.0,0.0
16752,4499,6.0,1,1,1,1,10.0,13.32
16753,4500,3.0,1,1,1,1,5.0,20.11
16754,4500,4.0,1,1,1,0,3.0,0.0
16755,4500,9.0,2,2,2,1,10.0,21.77
16756,4501,0.0,1,1,0,0,0.0,0.0
16757,4501,2.0,1,1,1,1,5.0,13.61
16758,4501,4.0,1,1,1,1,3.0,17.56
16759,4502,1.0,1,1,0,0,0.0,0.0
16760,4502,2.0,1,1,1,1,5.0,8.53
16761,4502,8.0,1,1,1,2,2.0,2.7
16762,4503,4.0,1,1,1,0,3.0,0.0
16763,4504,0.0,1,0,0,0,0.0,0.0
16764,4504,3.0,1,1,0,0,0.0,0.0
16765,4504,7.0,1,1,1,3,2.0,7.25
16766,4504,8.0,1,0,1,0,2.0,0.0
16767,4504,9.0,1,0,0,0,0.0,0.0
16768,4505,2.0,1,1,1,0,5.0,0.0
16769,4505,3.0,1,1,1,1,5.0,19.01
16770,4505,8.0,2,0,2,0,4.0,0.0
16771,4506,1.0,2,2,0,1,0.0,20.31
16772,4506,6.0,1,1,1,1,10.0,29.52
16773,4506,7.0,1,1,1,0,2.0,0.0
16774,4506,8.0,1,1,1,1,2.0,29.33
16775,4506,9.0,1,1,1,1,5.0,23.82
16776,4507,2.0,1,0,1,0,5.0,0.0
16777,4507,7.0,3,3,2,2,4.0,11.92
16778,4507,8.0,1,1,0,0,0.0,0.0
16779,4508,0.0,1,1,0,0,0.0,0.0
16780,4508,1.0,1,0,0,0,0.0,0.0
16781,4508,4.0,1,1,1,0,3.0,0.0
16782,4508,8.0,1,1,0,0,0.0,0.0
16783,4508,9.0,1,1,1,0,5.0,0.0
16784,4509,1.0,1,0,0,0,0.0,0.0
16785,4509,3.0,1,1,0,0,0.0,0.0
16786,4509,4.0,3,3,1,5,3.0,15.129999999999999
16787,4509,8.0,1,0,0,0,0.0,0.0
16788,4510,1.0,1,1,0,0,0.0,0.0
16789,4510,3.0,1,1,1,0,5.0,0.0
16790,4511,0.0,1,1,0,1,0.0,7.98
16791,4511,2.0,1,1,1,0,5.0,0.0
16792,4511,3.0,1,1,1,1,5.0,14.42
16793,4511,4.0,1,1,1,0,3.0,0.0
16794,4512,5.0,1,1,0,1,0.0,2.3
16795,4512,7.0,1,1,1,0,2.0,0.0
16796,4512,9.0,2,0,0,0,0.0,0.0
16797,4513,0.0,1,1,0,0,0.0,0.0
16798,4513,1.0,1,1,0,0,0.0,0.0
16799,4513,7.0,2,2,0,0,0.0,0.0
16800,4513,9.0,1,1,0,0,0.0,0.0
16801,4514,4.0,1,1,1,1,3.0,15.59
16802,4514,5.0,2,2,2,1,20.0,11.51
16803,4514,8.0,1,1,1,0,2.0,0.0
16804,4515,0.0,1,1,0,3,0.0,6.72
16805,4515,1.0,1,1,0,0,0.0,0.0
16806,4515,7.0,2,2,2,2,4.0,7.54
16807,4515,8.0,1,0,0,0,0.0,0.0
16808,4516,1.0,1,1,0,0,0.0,0.0
16809,4516,2.0,1,0,1,0,5.0,0.0
16810,4516,8.0,1,1,1,1,2.0,21.83
16811,4516,9.0,1,0,1,0,5.0,0.0
16812,4517,2.0,1,1,1,1,5.0,21.29
16813,4517,4.0,1,1,1,1,3.0,13.52
16814,4517,7.0,1,1,1,0,2.0,0.0
16815,4517,8.0,1,0,1,0,2.0,0.0
16816,4518,3.0,3,3,3,0,15.0,0.0
16817,4518,7.0,1,1,1,1,2.0,30.19
16818,4518,9.0,2,1,2,0,10.0,0.0
16819,4519,5.0,2,2,0,0,0.0,0.0
16820,4519,6.0,1,1,0,3,0.0,9.14
16821,4519,8.0,2,1,0,0,0.0,0.0
16822,4520,1.0,2,1,0,0,0.0,0.0
16823,4520,2.0,1,1,1,0,5.0,0.0
16824,4520,3.0,1,1,1,1,5.0,13.24
16825,4520,6.0,2,2,1,1,10.0,8.34
16826,4521,2.0,1,1,1,1,5.0,25.51
16827,4521,3.0,1,1,1,0,5.0,0.0
16828,4521,6.0,2,2,1,1,10.0,9.48
16829,4521,8.0,1,1,1,1,2.0,9.53
16830,4521,9.0,1,1,1,1,5.0,23.37
16831,4522,4.0,1,1,1,1,3.0,13.7
16832,4522,5.0,1,1,1,1,10.0,14.58
16833,4522,6.0,2,2,2,1,20.0,34.82
16834,4522,9.0,1,1,1,0,5.0,0.0
16835,4523,2.0,3,3,0,0,0.0,0.0
16836,4523,7.0,1,1,0,0,0.0,0.0
16837,4524,0.0,2,1,0,1,0.0,2.91
16838,4524,2.0,1,1,0,1,0.0,1.97
16839,4524,4.0,1,1,0,0,0.0,0.0
16840,4524,8.0,1,1,0,0,0.0,0.0
16841,4525,0.0,1,1,0,3,0.0,75.96000000000001
16842,4525,2.0,1,0,1,0,5.0,0.0
16843,4525,5.0,1,1,1,0,10.0,0.0
16844,4525,7.0,1,1,1,1,2.0,22.4
16845,4525,9.0,1,0,0,0,0.0,0.0
16846,4526,0.0,1,1,0,1,0.0,25.71
16847,4526,3.0,2,2,2,0,10.0,0.0
16848,4526,4.0,1,1,1,1,3.0,25.31
16849,4526,5.0,1,1,1,1,10.0,23.88
16850,4527,1.0,1,1,0,0,0.0,0.0
16851,4527,2.0,1,0,1,0,5.0,0.0
16852,4527,7.0,1,1,1,1,2.0,10.56
16853,4527,9.0,1,0,1,0,5.0,0.0
16854,4528,1.0,1,1,0,0,0.0,0.0
16855,4528,4.0,1,1,0,2,0.0,1.4
16856,4528,5.0,1,1,0,1,0.0,7.22
16857,4528,7.0,1,1,1,2,2.0,2.38
16858,4528,9.0,1,1,0,0,0.0,0.0
16859,4529,2.0,1,0,1,0,5.0,0.0
16860,4529,6.0,2,2,2,0,20.0,0.0
16861,4529,8.0,1,0,0,0,0.0,0.0
16862,4530,1.0,1,1,0,4,0.0,9.46
16863,4530,3.0,1,0,1,0,5.0,0.0
16864,4530,4.0,1,1,1,0,3.0,0.0
16865,4530,5.0,1,1,0,2,0.0,2.29
16866,4531,2.0,1,1,0,0,0.0,0.0
16867,4531,4.0,1,1,1,3,3.0,1.78
16868,4531,6.0,2,2,0,6,0.0,19.69
16869,4531,9.0,1,0,0,0,0.0,0.0
16870,4532,0.0,1,0,0,0,0.0,0.0
16871,4532,1.0,1,1,0,0,0.0,0.0
16872,4532,4.0,1,1,1,0,3.0,0.0
16873,4532,5.0,1,0,1,0,10.0,0.0
16874,4533,2.0,1,1,1,0,5.0,0.0
16875,4533,5.0,1,1,1,1,10.0,15.07
16876,4533,7.0,1,1,1,0,2.0,0.0
16877,4533,9.0,1,0,1,0,5.0,0.0
16878,4534,0.0,2,1,0,0,0.0,0.0
16879,4534,1.0,1,1,0,2,0.0,37.45
16880,4534,3.0,1,1,1,1,5.0,33.48
16881,4534,5.0,1,1,1,0,10.0,0.0
16882,4535,0.0,1,1,0,0,0.0,0.0
16883,4535,1.0,2,2,0,2,0.0,31.869999999999997
16884,4535,2.0,1,1,1,1,5.0,14.03
16885,4535,4.0,1,1,1,1,3.0,28.9
16886,4535,5.0,1,1,1,1,10.0,24.95
16887,4536,2.0,1,1,1,1,5.0,27.47
16888,4536,4.0,1,1,1,0,3.0,0.0
16889,4536,6.0,1,1,0,0,0.0,0.0
16890,4536,8.0,1,1,1,1,2.0,12.77
16891,4537,1.0,1,1,0,2,0.0,7.180000000000001
16892,4537,3.0,1,1,0,0,0.0,0.0
16893,4537,6.0,1,1,0,2,0.0,7.3100000000000005
16894,4537,8.0,1,0,0,0,0.0,0.0
16895,4538,4.0,1,1,1,0,3.0,0.0
16896,4538,5.0,1,0,1,0,10.0,0.0
16897,4538,7.0,1,1,1,1,2.0,36.9
16898,4538,9.0,2,0,1,0,5.0,0.0
16899,4539,0.0,1,0,0,0,0.0,0.0
16900,4539,2.0,1,0,1,0,5.0,0.0
16901,4539,4.0,1,1,1,0,3.0,0.0
16902,4539,5.0,1,0,1,0,10.0,0.0
16903,4539,9.0,2,1,2,1,10.0,22.0
16904,4540,1.0,1,1,0,0,0.0,0.0
16905,4540,2.0,2,0,2,0,10.0,0.0
16906,4540,3.0,1,1,1,1,5.0,22.57
16907,4540,4.0,1,1,1,1,3.0,14.86
16908,4540,6.0,1,1,0,0,0.0,0.0
16909,4541,2.0,1,1,1,1,5.0,22.55
16910,4541,3.0,1,1,1,1,5.0,18.35
16911,4541,7.0,1,1,1,0,2.0,0.0
16912,4541,8.0,1,1,1,1,2.0,21.33
16913,4542,0.0,2,1,0,0,0.0,0.0
16914,4542,3.0,1,1,1,1,5.0,18.16
16915,4542,7.0,1,1,1,1,2.0,24.61
16916,4542,8.0,1,1,1,1,2.0,25.64
16917,4543,3.0,1,1,1,1,5.0,8.61
16918,4543,5.0,1,1,1,0,10.0,0.0
16919,4544,1.0,2,2,0,0,0.0,0.0
16920,4544,4.0,1,1,0,0,0.0,0.0
16921,4544,5.0,1,1,1,0,10.0,0.0
16922,4545,2.0,1,0,0,0,0.0,0.0
16923,4545,3.0,2,2,2,2,10.0,37.32
16924,4545,5.0,1,1,1,0,10.0,0.0
16925,4546,0.0,2,1,0,0,0.0,0.0
16926,4547,1.0,1,1,0,5,0.0,28.290000000000003
16927,4547,2.0,1,0,0,0,0.0,0.0
16928,4547,5.0,1,1,0,5,0.0,11.059999999999999
16929,4547,6.0,1,1,0,2,0.0,7.4
16930,4547,8.0,1,0,0,0,0.0,0.0
16931,4547,9.0,1,0,1,0,5.0,0.0
16932,4548,0.0,2,0,0,0,0.0,0.0
16933,4548,9.0,1,0,0,0,0.0,0.0
16934,4549,5.0,4,4,0,12,0.0,33.1
16935,4550,0.0,1,0,0,0,0.0,0.0
16936,4550,2.0,1,0,0,0,0.0,0.0
16937,4550,4.0,2,2,1,3,3.0,5.33
16938,4550,5.0,1,1,0,0,0.0,0.0
16939,4550,8.0,1,1,1,1,2.0,5.36
16940,4551,0.0,1,0,0,0,0.0,0.0
16941,4551,2.0,1,0,0,0,0.0,0.0
16942,4551,5.0,1,1,0,0,0.0,0.0
16943,4552,0.0,1,0,0,0,0.0,0.0
16944,4552,6.0,1,1,1,0,10.0,0.0
16945,4552,7.0,2,2,2,1,4.0,27.74
16946,4552,8.0,1,0,1,0,2.0,0.0
16947,4553,2.0,1,0,1,0,5.0,0.0
16948,4553,3.0,1,1,1,0,5.0,0.0
16949,4553,4.0,1,1,1,1,3.0,8.54
16950,4553,9.0,2,0,0,0,0.0,0.0
16951,4554,0.0,1,1,0,1,0.0,33.78
16952,4554,2.0,1,1,1,0,5.0,0.0
16953,4554,4.0,1,1,1,0,3.0,0.0
16954,4554,9.0,1,0,1,0,5.0,0.0
16955,4555,3.0,1,1,1,0,5.0,0.0
16956,4555,4.0,2,2,1,1,3.0,18.27
16957,4555,7.0,1,1,1,0,2.0,0.0
16958,4555,8.0,1,1,1,0,2.0,0.0
16959,4556,1.0,1,1,0,0,0.0,0.0
16960,4556,5.0,2,2,0,10,0.0,29.85000000000001
16961,4556,7.0,1,1,0,2,0.0,0.30000000000000004
16962,4557,0.0,1,1,0,0,0.0,0.0
16963,4557,1.0,1,1,0,0,0.0,0.0
16964,4557,3.0,1,1,0,0,0.0,0.0
16965,4557,5.0,1,1,0,0,0.0,0.0
16966,4557,7.0,1,1,1,1,2.0,22.39
16967,4558,1.0,1,1,0,0,0.0,0.0
16968,4558,2.0,1,1,1,11,5.0,31.439999999999998
16969,4558,5.0,1,1,0,0,0.0,0.0
16970,4558,8.0,1,0,0,0,0.0,0.0
16971,4558,9.0,2,1,1,1,5.0,7.42
16972,4559,0.0,1,1,0,0,0.0,0.0
16973,4559,1.0,1,1,0,2,0.0,4.72
16974,4559,2.0,2,1,0,0,0.0,0.0
16975,4559,6.0,1,1,0,0,0.0,0.0
16976,4560,2.0,2,2,1,0,5.0,0.0
16977,4560,5.0,2,2,2,1,20.0,16.29
16978,4560,7.0,1,1,1,0,2.0,0.0
16979,4561,0.0,1,0,0,0,0.0,0.0
16980,4561,3.0,1,1,1,0,5.0,0.0
16981,4561,5.0,1,1,0,0,0.0,0.0
16982,4561,7.0,1,1,1,0,2.0,0.0
16983,4561,8.0,1,1,1,0,2.0,0.0
16984,4561,9.0,1,1,0,0,0.0,0.0
16985,4562,0.0,1,0,0,0,0.0,0.0
16986,4562,2.0,1,0,1,0,5.0,0.0
16987,4562,9.0,1,0,1,0,5.0,0.0
16988,4563,6.0,3,3,1,1,10.0,16.78
16989,4563,8.0,1,1,1,0,2.0,0.0
16990,4564,2.0,1,0,1,0,5.0,0.0
16991,4564,5.0,2,2,1,3,10.0,14.559999999999999
16992,4564,8.0,1,1,1,0,2.0,0.0
16993,4565,4.0,1,1,1,0,3.0,0.0
16994,4565,7.0,1,1,1,1,2.0,18.49
16995,4565,8.0,1,0,0,0,0.0,0.0
16996,4566,0.0,1,1,0,0,0.0,0.0
16997,4566,2.0,1,1,1,0,5.0,0.0
16998,4566,6.0,1,1,1,1,10.0,14.93
16999,4567,3.0,1,1,1,1,5.0,23.31
17000,4567,6.0,2,2,2,1,20.0,24.99
17001,4567,9.0,1,0,1,0,5.0,0.0
17002,4568,1.0,2,2,0,0,0.0,0.0
17003,4568,2.0,1,1,1,1,5.0,32.63
17004,4568,4.0,2,2,2,0,6.0,0.0
17005,4569,1.0,2,1,0,0,0.0,0.0
17006,4569,4.0,2,2,0,0,0.0,0.0
17007,4569,8.0,1,1,0,0,0.0,0.0
17008,4570,0.0,1,1,0,2,0.0,36.65
17009,4570,2.0,1,1,1,1,5.0,17.15
17010,4570,5.0,1,1,1,1,10.0,25.96
17011,4570,6.0,1,1,1,0,10.0,0.0
17012,4570,9.0,1,1,1,1,5.0,31.47
17013,4571,0.0,1,0,0,0,0.0,0.0
17014,4571,1.0,1,1,0,1,0.0,2.24
17015,4571,2.0,1,0,1,0,5.0,0.0
17016,4571,7.0,1,1,1,3,2.0,9.94
17017,4571,9.0,1,0,0,0,0.0,0.0
17018,4572,2.0,1,1,1,0,5.0,0.0
17019,4572,4.0,1,1,1,0,3.0,0.0
17020,4572,5.0,1,1,1,0,10.0,0.0
17021,4572,9.0,2,1,2,1,10.0,15.78
