,person,offer_id,offer received,offer viewed,offer completed,transaction,reward,amount,difficulty,email,mobile,social,web,bogo,discount,informational
16827,4521,3.0,1,1,1,0,5.0,0.0,5,1,1,1,1,1,0,0
16828,4521,6.0,2,2,1,1,10.0,9.48,10,2,2,2,2,1,0,0
16829,4521,8.0,1,1,1,1,2.0,9.53,10,1,1,0,1,0,1,0
16830,4521,9.0,1,1,1,1,5.0,23.37,20,1,0,0,1,0,1,0
16831,4522,4.0,1,1,1,1,3.0,13.7,7,1,1,1,1,0,1,0
16832,4522,5.0,1,1,1,1,10.0,14.58,10,1,1,1,0,1,0,0
16833,4522,6.0,2,2,2,1,20.0,34.82,10,2,2,2,2,1,0,0
16834,4522,9.0,1,1,1,0,5.0,0.0,20,1,0,0,1,0,1,0
16835,4523,2.0,3,3,0,0,0.0,0.0,5,3,3,0,3,1,0,0
16836,4523,7.0,1,1,0,0,0.0,0.0,10,1,1,1,1,0,1,0
16837,4524,0.0,2,1,0,1,0.0,2.91,0,2,2,0,2,0,0,1
16838,4524,2.0,1,1,0,1,0.0,1.97,5,1,1,0,1,1,0,0
16839,4524,4.0,1,1,0,0,0.0,0.0,7,1,1,1,1,0,1,0
16840,4524,8.0,1,1,0,0,0.0,0.0,10,1,1,0,1,0,1,0
16841,4525,0.0,1,1,0,3,0.0,75.96000000000001,0,1,1,0,1,0,0,1
16842,4525,2.0,1,0,1,0,5.0,0.0,5,1,1,0,1,1,0,0
16843,4525,5.0,1,1,1,0,10.0,0.0,10,1,1,1,0,1,0,0
16844,4525,7.0,1,1,1,1,2.0,22.4,10,1,1,1,1,0,1,0
16845,4525,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
16846,4526,0.0,1,1,0,1,0.0,25.71,0,1,1,0,1,0,0,1
16847,4526,3.0,2,2,2,0,10.0,0.0,5,2,2,2,2,1,0,0
16848,4526,4.0,1,1,1,1,3.0,25.31,7,1,1,1,1,0,1,0
16849,4526,5.0,1,1,1,1,10.0,23.88,10,1,1,1,0,1,0,0
16850,4527,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
16851,4527,2.0,1,0,1,0,5.0,0.0,5,1,1,0,1,1,0,0
16852,4527,7.0,1,1,1,1,2.0,10.56,10,1,1,1,1,0,1,0
16853,4527,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
16854,4528,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
16855,4528,4.0,1,1,0,2,0.0,1.4,7,1,1,1,1,0,1,0
16856,4528,5.0,1,1,0,1,0.0,7.22,10,1,1,1,0,1,0,0
16857,4528,7.0,1,1,1,2,2.0,2.38,10,1,1,1,1,0,1,0
16858,4528,9.0,1,1,0,0,0.0,0.0,20,1,0,0,1,0,1,0
16859,4529,2.0,1,0,1,0,5.0,0.0,5,1,1,0,1,1,0,0
16860,4529,6.0,2,2,2,0,20.0,0.0,10,2,2,2,2,1,0,0
16861,4529,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
16862,4530,1.0,1,1,0,4,0.0,9.46,0,1,1,1,0,0,0,1
16863,4530,3.0,1,0,1,0,5.0,0.0,5,1,1,1,1,1,0,0
16864,4530,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
16865,4530,5.0,1,1,0,2,0.0,2.29,10,1,1,1,0,1,0,0
16866,4531,2.0,1,1,0,0,0.0,0.0,5,1,1,0,1,1,0,0
16867,4531,4.0,1,1,1,3,3.0,1.78,7,1,1,1,1,0,1,0
16868,4531,6.0,2,2,0,6,0.0,19.69,10,2,2,2,2,1,0,0
16869,4531,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
16870,4532,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
16871,4532,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
16872,4532,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
16873,4532,5.0,1,0,1,0,10.0,0.0,10,1,1,1,0,1,0,0
16874,4533,2.0,1,1,1,0,5.0,0.0,5,1,1,0,1,1,0,0
16875,4533,5.0,1,1,1,1,10.0,15.07,10,1,1,1,0,1,0,0
16876,4533,7.0,1,1,1,0,2.0,0.0,10,1,1,1,1,0,1,0
16877,4533,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
16878,4534,0.0,2,1,0,0,0.0,0.0,0,2,2,0,2,0,0,1
16879,4534,1.0,1,1,0,2,0.0,37.45,0,1,1,1,0,0,0,1
16880,4534,3.0,1,1,1,1,5.0,33.48,5,1,1,1,1,1,0,0
16881,4534,5.0,1,1,1,0,10.0,0.0,10,1,1,1,0,1,0,0
16882,4535,0.0,1,1,0,0,0.0,0.0,0,1,1,0,1,0,0,1
16883,4535,1.0,2,2,0,2,0.0,31.869999999999997,0,2,2,2,0,0,0,1
16884,4535,2.0,1,1,1,1,5.0,14.03,5,1,1,0,1,1,0,0
16885,4535,4.0,1,1,1,1,3.0,28.9,7,1,1,1,1,0,1,0
16886,4535,5.0,1,1,1,1,10.0,24.95,10,1,1,1,0,1,0,0
16887,4536,2.0,1,1,1,1,5.0,27.47,5,1,1,0,1,1,0,0
16888,4536,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
16889,4536,6.0,1,1,0,0,0.0,0.0,10,1,1,1,1,1,0,0
16890,4536,8.0,1,1,1,1,2.0,12.77,10,1,1,0,1,0,1,0
16891,4537,1.0,1,1,0,2,0.0,7.180000000000001,0,1,1,1,0,0,0,1
16892,4537,3.0,1,1,0,0,0.0,0.0,5,1,1,1,1,1,0,0
16893,4537,6.0,1,1,0,2,0.0,7.3100000000000005,10,1,1,1,1,1,0,0
16894,4537,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
16895,4538,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
16896,4538,5.0,1,0,1,0,10.0,0.0,10,1,1,1,0,1,0,0
16897,4538,7.0,1,1,1,1,2.0,36.9,10,1,1,1,1,0,1,0
16898,4538,9.0,2,0,1,0,5.0,0.0,20,2,0,0,2,0,1,0
16899,4539,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
16900,4539,2.0,1,0,1,0,5.0,0.0,5,1,1,0,1,1,0,0
16901,4539,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
16902,4539,5.0,1,0,1,0,10.0,0.0,10,1,1,1,0,1,0,0
16903,4539,9.0,2,1,2,1,10.0,22.0,20,2,0,0,2,0,1,0
16904,4540,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
16905,4540,2.0,2,0,2,0,10.0,0.0,5,2,2,0,2,1,0,0
16906,4540,3.0,1,1,1,1,5.0,22.57,5,1,1,1,1,1,0,0
16907,4540,4.0,1,1,1,1,3.0,14.86,7,1,1,1,1,0,1,0
16908,4540,6.0,1,1,0,0,0.0,0.0,10,1,1,1,1,1,0,0
16909,4541,2.0,1,1,1,1,5.0,22.55,5,1,1,0,1,1,0,0
16910,4541,3.0,1,1,1,1,5.0,18.35,5,1,1,1,1,1,0,0
16911,4541,7.0,1,1,1,0,2.0,0.0,10,1,1,1,1,0,1,0
16912,4541,8.0,1,1,1,1,2.0,21.33,10,1,1,0,1,0,1,0
16913,4542,0.0,2,1,0,0,0.0,0.0,0,2,2,0,2,0,0,1
16914,4542,3.0,1,1,1,1,5.0,18.16,5,1,1,1,1,1,0,0
16915,4542,7.0,1,1,1,1,2.0,24.61,10,1,1,1,1,0,1,0
16916,4542,8.0,1,1,1,1,2.0,25.64,10,1,1,0,1,0,1,0
16917,4543,3.0,1,1,1,1,5.0,8.61,5,1,1,1,1,1,0,0
16918,4543,5.0,1,1,1,0,10.0,0.0,10,1,1,1,0,1,0,0
16919,4544,1.0,2,2,0,0,0.0,0.0,0,2,2,2,0,0,0,1
16920,4544,4.0,1,1,0,0,0.0,0.0,7,1,1,1,1,0,1,0
16921,4544,5.0,1,1,1,0,10.0,0.0,10,1,1,1,0,1,0,0
16922,4545,2.0,1,0,0,0,0.0,0.0,5,1,1,0,1,1,0,0
16923,4545,3.0,2,2,2,2,10.0,37.32,5,2,2,2,2,1,0,0
16924,4545,5.0,1,1,1,0,10.0,0.0,10,1,1,1,0,1,0,0
16925,4546,0.0,2,1,0,0,0.0,0.0,0,2,2,0,2,0,0,1
16926,4547,1.0,1,1,0,5,0.0,28.290000000000003,0,1,1,1,0,0,0,1
16927,4547,2.0,1,0,0,0,0.0,0.0,5,1,1,0,1,1,0,0
16928,4547,5.0,1,1,0,5,0.0,11.059999999999999,10,1,1,1,0,1,0,0
16929,4547,6.0,1,1,0,2,0.0,7.4,10,1,1,1,1,1,0,0
16930,4547,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
16931,4547,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
16932,4548,0.0,2,0,0,0,0.0,0.0,0,2,2,0,2,0,0,1
16933,4548,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
16934,4549,5.0,4,4,0,12,0.0,33.1,10,4,4,4,0,1,0,0
16935,4550,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
16936,4550,2.0,1,0,0,0,0.0,0.0,5,1,1,0,1,1,0,0
16937,4550,4.0,2,2,1,3,3.0,5.33,7,2,2,2,2,0,1,0
16938,4550,5.0,1,1,0,0,0.0,0.0,10,1,1,1,0,1,0,0
16939,4550,8.0,1,1,1,1,2.0,5.36,10,1,1,0,1,0,1,0
16940,4551,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
16941,4551,2.0,1,0,0,0,0.0,0.0,5,1,1,0,1,1,0,0
16942,4551,5.0,1,1,0,0,0.0,0.0,10,1,1,1,0,1,0,0
16943,4552,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
16944,4552,6.0,1,1,1,0,10.0,0.0,10,1,1,1,1,1,0,0
16945,4552,7.0,2,2,2,1,4.0,27.74,10,2,2,2,2,0,1,0
16946,4552,8.0,1,0,1,0,2.0,0.0,10,1,1,0,1,0,1,0
16947,4553,2.0,1,0,1,0,5.0,0.0,5,1,1,0,1,1,0,0
16948,4553,3.0,1,1,1,0,5.0,0.0,5,1,1,1,1,1,0,0
16949,4553,4.0,1,1,1,1,3.0,8.54,7,1,1,1,1,0,1,0
16950,4553,9.0,2,0,0,0,0.0,0.0,20,2,0,0,2,0,1,0
16951,4554,0.0,1,1,0,1,0.0,33.78,0,1,1,0,1,0,0,1
16952,4554,2.0,1,1,1,0,5.0,0.0,5,1,1,0,1,1,0,0
16953,4554,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
16954,4554,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
16955,4555,3.0,1,1,1,0,5.0,0.0,5,1,1,1,1,1,0,0
16956,4555,4.0,2,2,1,1,3.0,18.27,7,2,2,2,2,0,1,0
16957,4555,7.0,1,1,1,0,2.0,0.0,10,1,1,1,1,0,1,0
16958,4555,8.0,1,1,1,0,2.0,0.0,10,1,1,0,1,0,1,0
16959,4556,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
16960,4556,5.0,2,2,0,10,0.0,29.85000000000001,10,2,2,2,0,1,0,0
16961,4556,7.0,1,1,0,2,0.0,0.30000000000000004,10,1,1,1,1,0,1,0
16962,4557,0.0,1,1,0,0,0.0,0.0,0,1,1,0,1,0,0,1
16963,4557,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
16964,4557,3.0,1,1,0,0,0.0,0.0,5,1,1,1,1,1,0,0
16965,4557,5.0,1,1,0,0,0.0,0.0,10,1,1,1,0,1,0,0
16966,4557,7.0,1,1,1,1,2.0,22.39,10,1,1,1,1,0,1,0
16967,4558,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
16968,4558,2.0,1,1,1,11,5.0,31.439999999999998,5,1,1,0,1,1,0,0
16969,4558,5.0,1,1,0,0,0.0,0.0,10,1,1,1,0,1,0,0
16970,4558,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
16971,4558,9.0,2,1,1,1,5.0,7.42,20,2,0,0,2,0,1,0
16972,4559,0.0,1,1,0,0,0.0,0.0,0,1,1,0,1,0,0,1
16973,4559,1.0,1,1,0,2,0.0,4.72,0,1,1,1,0,0,0,1
16974,4559,2.0,2,1,0,0,0.0,0.0,5,2,2,0,2,1,0,0
16975,4559,6.0,1,1,0,0,0.0,0.0,10,1,1,1,1,1,0,0
16976,4560,2.0,2,2,1,0,5.0,0.0,5,2,2,0,2,1,0,0
16977,4560,5.0,2,2,2,1,20.0,16.29,10,2,2,2,0,1,0,0
16978,4560,7.0,1,1,1,0,2.0,0.0,10,1,1,1,1,0,1,0
16979,4561,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
16980,4561,3.0,1,1,1,0,5.0,0.0,5,1,1,1,1,1,0,0
16981,4561,5.0,1,1,0,0,0.0,0.0,10,1,1,1,0,1,0,0
16982,4561,7.0,1,1,1,0,2.0,0.0,10,1,1,1,1,0,1,0
16983,4561,8.0,1,1,1,0,2.0,0.0,10,1,1,0,1,0,1,0
16984,4561,9.0,1,1,0,0,0.0,0.0,20,1,0,0,1,0,1,0
16985,4562,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
16986,4562,2.0,1,0,1,0,5.0,0.0,5,1,1,0,1,1,0,0
16987,4562,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
16988,4563,6.0,3,3,1,1,10.0,16.78,10,3,3,3,3,1,0,0
16989,4563,8.0,1,1,1,0,2.0,0.0,10,1,1,0,1,0,1,0
16990,4564,2.0,1,0,1,0,5.0,0.0,5,1,1,0,1,1,0,0
16991,4564,5.0,2,2,1,3,10.0,14.559999999999999,10,2,2,2,0,1,0,0
16992,4564,8.0,1,1,1,0,2.0,0.0,10,1,1,0,1,0,1,0
16993,4565,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
16994,4565,7.0,1,1,1,1,2.0,18.49,10,1,1,1,1,0,1,0
16995,4565,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
16996,4566,0.0,1,1,0,0,0.0,0.0,0,1,1,0,1,0,0,1
16997,4566,2.0,1,1,1,0,5.0,0.0,5,1,1,0,1,1,0,0
16998,4566,6.0,1,1,1,1,10.0,14.93,10,1,1,1,1,1,0,0
16999,4567,3.0,1,1,1,1,5.0,23.31,5,1,1,1,1,1,0,0
17000,4567,6.0,2,2,2,1,20.0,24.99,10,2,2,2,2,1,0,0
17001,4567,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
17002,4568,1.0,2,2,0,0,0.0,0.0,0,2,2,2,0,0,0,1
17003,4568,2.0,1,1,1,1,5.0,32.63,5,1,1,0,1,1,0,0
17004,4568,4.0,2,2,2,0,6.0,0.0,7,2,2,2,2,0,1,0
17005,4569,1.0,2,1,0,0,0.0,0.0,0,2,2,2,0,0,0,1
17006,4569,4.0,2,2,0,0,0.0,0.0,7,2,2,2,2,0,1,0
17007,4569,8.0,1,1,0,0,0.0,0.0,10,1,1,0,1,0,1,0
17008,4570,0.0,1,1,0,2,0.0,36.65,0,1,1,0,1,0,0,1
17009,4570,2.0,1,1,1,1,5.0,17.15,5,1,1,0,1,1,0,0
17010,4570,5.0,1,1,1,1,10.0,25.96,10,1,1,1,0,1,0,0
17011,4570,6.0,1,1,1,0,10.0,0.0,10,1,1,1,1,1,0,0
17012,4570,9.0,1,1,1,1,5.0,31.47,20,1,0,0,1,0,1,0
17013,4571,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
17014,4571,1.0,1,1,0,1,0.0,2.24,0,1,1,1,0,0,0,1
17015,4571,2.0,1,0,1,0,5.0,0.0,5,1,1,0,1,1,0,0
17016,4571,7.0,1,1,1,3,2.0,9.94,10,1,1,1,1,0,1,0
17017,4571,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
17018,4572,2.0,1,1,1,0,5.0,0.0,5,1,1,0,1,1,0,0
17019,4572,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
17020,4572,5.0,1,1,1,0,10.0,0.0,10,1,1,1,0,1,0,0
17021,4572,9.0,2,1,2,1,10.0,15.78,20,2,0,0,2,0,1,0
17022,4573,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
17023,4573,4.0,1,1,1,1,3.0,14.82,7,1,1,1,1,0,1,0
17024,4573,6.0,1,1,1,1,10.0,13.98,10,1,1,1,1,1,0,0
17025,4573,9.0,3,1,2,1,10.0,28.23,20,3,0,0,3,0,1,0
17026,4574,4.0,2,2,1,0,3.0,0.0,7,2,2,2,2,0,1,0
17027,4574,7.0,1,1,0,0,0.0,0.0,10,1,1,1,1,0,1,0
17028,4574,8.0,1,1,0,0,0.0,0.0,10,1,1,0,1,0,1,0
17029,4575,2.0,2,2,0,4,0.0,15.170000000000002,5,2,2,0,2,1,0,0
17030,4575,6.0,2,2,0,2,0.0,10.1,10,2,2,2,2,1,0,0
17031,4575,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
17032,4576,0.0,2,2,0,1,0.0,21.92,0,2,2,0,2,0,0,1
17033,4576,4.0,1,1,1,1,3.0,20.06,7,1,1,1,1,0,1,0
17034,4577,3.0,2,2,2,0,10.0,0.0,5,2,2,2,2,1,0,0
17035,4577,6.0,1,1,1,0,10.0,0.0,10,1,1,1,1,1,0,0
17036,4577,8.0,2,1,1,0,2.0,0.0,10,2,2,0,2,0,1,0
17037,4578,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
17038,4578,6.0,1,1,1,1,10.0,24.56,10,1,1,1,1,1,0,0
17039,4579,0.0,1,1,0,0,0.0,0.0,0,1,1,0,1,0,0,1
17040,4579,2.0,1,1,1,0,5.0,0.0,5,1,1,0,1,1,0,0
17041,4579,3.0,2,2,2,1,10.0,18.88,5,2,2,2,2,1,0,0
17042,4579,4.0,1,1,0,0,0.0,0.0,7,1,1,1,1,0,1,0
17043,4580,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
17044,4580,4.0,1,1,1,1,3.0,1.7000000000000002,7,1,1,1,1,0,1,0
17045,4580,5.0,1,1,0,2,0.0,9.399999999999999,10,1,1,1,0,1,0,0
17046,4580,6.0,1,1,0,0,0.0,0.0,10,1,1,1,1,1,0,0
17047,4580,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
17048,4581,5.0,1,1,1,0,10.0,0.0,10,1,1,1,0,1,0,0
17049,4581,9.0,1,1,0,0,0.0,0.0,20,1,0,0,1,0,1,0
17050,4582,2.0,2,1,1,1,5.0,5.71,5,2,2,0,2,1,0,0
17051,4582,3.0,1,1,0,1,0.0,0.74,5,1,1,1,1,1,0,0
17052,4582,7.0,1,1,1,8,2.0,10.57,10,1,1,1,1,0,1,0
17053,4583,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
17054,4583,5.0,1,1,1,0,10.0,0.0,10,1,1,1,0,1,0,0
17055,4583,6.0,1,1,1,1,10.0,19.75,10,1,1,1,1,1,0,0
17056,4583,7.0,1,1,1,0,2.0,0.0,10,1,1,1,1,0,1,0
17057,4584,0.0,1,1,0,0,0.0,0.0,0,1,1,0,1,0,0,1
17058,4584,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
17059,4584,2.0,2,2,0,0,0.0,0.0,5,2,2,0,2,1,0,0
17060,4584,4.0,1,0,0,0,0.0,0.0,7,1,1,1,1,0,1,0
17061,4584,7.0,1,1,0,1,0.0,0.87,10,1,1,1,1,0,1,0
17062,4585,3.0,2,2,0,8,0.0,20.48,5,2,2,2,2,1,0,0
17063,4585,5.0,1,1,0,3,0.0,8.489999999999998,10,1,1,1,0,1,0,0
17064,4585,9.0,3,0,1,0,5.0,0.0,20,3,0,0,3,0,1,0
17065,4586,4.0,1,1,0,0,0.0,0.0,7,1,1,1,1,0,1,0
17066,4586,6.0,1,1,0,0,0.0,0.0,10,1,1,1,1,1,0,0
17067,4586,7.0,2,2,1,4,2.0,7.8199999999999985,10,2,2,2,2,0,1,0
17068,4586,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
17069,4587,1.0,1,1,0,1,0.0,5.01,0,1,1,1,0,0,0,1
17070,4587,3.0,2,2,1,2,5.0,2.3600000000000003,5,2,2,2,2,1,0,0
17071,4587,8.0,1,1,0,0,0.0,0.0,10,1,1,0,1,0,1,0
17072,4588,0.0,1,1,0,2,0.0,46.36,0,1,1,0,1,0,0,1
17073,4588,5.0,1,1,1,0,10.0,0.0,10,1,1,1,0,1,0,0
17074,4588,6.0,1,1,1,1,10.0,25.8,10,1,1,1,1,1,0,0
17075,4589,0.0,1,1,0,1,0.0,20.6,0,1,1,0,1,0,0,1
17076,4589,3.0,1,1,1,1,5.0,16.22,5,1,1,1,1,1,0,0
17077,4589,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
17078,4589,6.0,1,1,1,0,10.0,0.0,10,1,1,1,1,1,0,0
17079,4590,5.0,1,0,0,0,0.0,0.0,10,1,1,1,0,1,0,0
17080,4590,6.0,1,1,0,1,0.0,2.99,10,1,1,1,1,1,0,0
17081,4590,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
17082,4591,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
17083,4591,6.0,2,2,0,2,0.0,5.85,10,2,2,2,2,1,0,0
17084,4592,0.0,1,1,0,0,0.0,0.0,0,1,1,0,1,0,0,1
17085,4592,3.0,1,1,0,0,0.0,0.0,5,1,1,1,1,1,0,0
17086,4592,8.0,2,0,2,0,4.0,0.0,10,2,2,0,2,0,1,0
17087,4592,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
17088,4593,1.0,2,1,0,0,0.0,0.0,0,2,2,2,0,0,0,1
17089,4593,3.0,1,1,0,0,0.0,0.0,5,1,1,1,1,1,0,0
17090,4593,6.0,1,1,0,1,0.0,0.8,10,1,1,1,1,1,0,0
17091,4593,8.0,1,1,0,0,0.0,0.0,10,1,1,0,1,0,1,0
17092,4593,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
17093,4594,1.0,1,1,0,1,0.0,0.59,0,1,1,1,0,0,0,1
17094,4594,2.0,1,0,0,0,0.0,0.0,5,1,1,0,1,1,0,0
17095,4594,3.0,1,1,0,2,0.0,6.11,5,1,1,1,1,1,0,0
17096,4594,8.0,1,1,0,0,0.0,0.0,10,1,1,0,1,0,1,0
17097,4595,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
17098,4595,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
17099,4595,2.0,1,0,1,0,5.0,0.0,5,1,1,0,1,1,0,0
17100,4595,6.0,1,1,1,1,10.0,20.43,10,1,1,1,1,1,0,0
17101,4595,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
17102,4596,1.0,2,2,0,0,0.0,0.0,0,2,2,2,0,0,0,1
17103,4596,2.0,2,0,2,0,10.0,0.0,5,2,2,0,2,1,0,0
17104,4596,8.0,1,0,1,0,2.0,0.0,10,1,1,0,1,0,1,0
17105,4597,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
17106,4597,2.0,1,0,0,0,0.0,0.0,5,1,1,0,1,1,0,0
17107,4597,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
17108,4598,1.0,1,1,0,3,0.0,8.13,0,1,1,1,0,0,0,1
17109,4598,3.0,1,1,0,4,0.0,8.639999999999999,5,1,1,1,1,1,0,0
17110,4598,8.0,2,0,0,0,0.0,0.0,10,2,2,0,2,0,1,0
17111,4598,9.0,2,0,0,0,0.0,0.0,20,2,0,0,2,0,1,0
17112,4599,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
17113,4599,4.0,1,1,1,1,3.0,13.73,7,1,1,1,1,0,1,0
17114,4599,5.0,1,1,1,0,10.0,0.0,10,1,1,1,0,1,0,0
17115,4600,0.0,2,2,0,5,0.0,21.9,0,2,2,0,2,0,0,1
17116,4600,1.0,1,1,0,1,0.0,1.04,0,1,1,1,0,0,0,1
17117,4600,7.0,2,2,2,3,4.0,8.760000000000002,10,2,2,2,2,0,1,0
17118,4601,2.0,1,1,1,1,5.0,19.93,5,1,1,0,1,1,0,0
17119,4601,5.0,1,1,0,0,0.0,0.0,10,1,1,1,0,1,0,0
17120,4601,6.0,1,1,1,0,10.0,0.0,10,1,1,1,1,1,0,0
17121,4601,7.0,1,1,0,0,0.0,0.0,10,1,1,1,1,0,1,0
17122,4601,8.0,1,1,0,0,0.0,0.0,10,1,1,0,1,0,1,0
17123,4602,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
17124,4602,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
17125,4602,7.0,1,1,1,1,2.0,14.79,10,1,1,1,1,0,1,0
17126,4603,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
17127,4603,3.0,1,1,1,1,5.0,27.92,5,1,1,1,1,1,0,0
17128,4603,7.0,1,1,1,0,2.0,0.0,10,1,1,1,1,0,1,0
17129,4604,0.0,1,1,0,3,0.0,54.95,0,1,1,0,1,0,0,1
17130,4604,6.0,1,1,0,0,0.0,0.0,10,1,1,1,1,1,0,0
17131,4604,7.0,1,1,1,0,2.0,0.0,10,1,1,1,1,0,1,0
17132,4604,8.0,1,1,1,1,2.0,20.73,10,1,1,0,1,0,1,0
17133,4605,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
17134,4605,4.0,2,2,2,2,6.0,51.010000000000005,7,2,2,2,2,0,1,0
17135,4605,5.0,1,1,0,0,0.0,0.0,10,1,1,1,0,1,0,0
17136,4605,7.0,1,1,1,0,2.0,0.0,10,1,1,1,1,0,1,0
17137,4606,4.0,4,4,3,0,9.0,0.0,7,4,4,4,4,0,1,0
17138,4606,8.0,1,0,1,0,2.0,0.0,10,1,1,0,1,0,1,0
17139,4607,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
17140,4607,2.0,2,1,1,1,5.0,8.79,5,2,2,0,2,1,0,0
17141,4607,5.0,1,1,1,1,10.0,286.25,10,1,1,1,0,1,0,0
17142,4608,0.0,2,1,0,1,0.0,1.31,0,2,2,0,2,0,0,1
17143,4608,4.0,2,2,2,3,6.0,5.1000000000000005,7,2,2,2,2,0,1,0
17144,4609,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
17145,4609,2.0,2,1,0,0,0.0,0.0,5,2,2,0,2,1,0,0
17146,4609,4.0,1,1,1,1,3.0,9.2,7,1,1,1,1,0,1,0
17147,4609,5.0,1,1,0,2,0.0,4.73,10,1,1,1,0,1,0,0
17148,4609,7.0,1,1,1,1,2.0,1.43,10,1,1,1,1,0,1,0
17149,4610,0.0,1,1,0,0,0.0,0.0,0,1,1,0,1,0,0,1
17150,4610,1.0,1,1,0,1,0.0,3.14,0,1,1,1,0,0,0,1
17151,4610,2.0,1,0,1,0,5.0,0.0,5,1,1,0,1,1,0,0
17152,4610,5.0,1,1,1,1,10.0,12.6,10,1,1,1,0,1,0,0
17153,4610,6.0,1,1,1,1,10.0,11.39,10,1,1,1,1,1,0,0
17154,4611,2.0,1,0,0,0,0.0,0.0,5,1,1,0,1,1,0,0
17155,4611,3.0,1,1,0,3,0.0,2.5,5,1,1,1,1,1,0,0
